Skater,Country,Year,Segment,Element_ID,Element_Name,Base_Value,GOE,Element_Score,Is_Jump,Is_Quad,Underrotated,Fall,Medal
Carrillo Donovan,MEX,2022,FS,12,CSSp4,3,0.51,3.51,FALSE,FALSE,FALSE,FALSE,NaN
Britschgi Lukas,SUI,2022,FS,1,4T+2T,10.8,1.09,11.89,TRUE,TRUE,FALSE,FALSE,NaN
Britschgi Lukas,SUI,2022,FS,2,2T,1.3,-0.07,1.23,TRUE,FALSE,FALSE,FALSE,NaN
Britschgi Lukas,SUI,2022,FS,3,3A+2T*,8,0.46,8.46,TRUE,FALSE,FALSE,FALSE,NaN
Britschgi Lukas,SUI,2022,FS,4,3Lo,4.9,0.77,5.67,TRUE,FALSE,FALSE,FALSE,NaN
Britschgi Lukas,SUI,2022,FS,5,FCCoSp4,3.5,0.6,4.1,FALSE,FALSE,FALSE,FALSE,NaN
Britschgi Lukas,SUI,2022,FS,6,StSq4,3.9,0.67,4.57,FALSE,FALSE,FALSE,FALSE,NaN
Britschgi Lukas,SUI,2022,FS,7,3A,8.8,-2.63,6.17,TRUE,FALSE,FALSE,FALSE,NaN
Britschgi Lukas,SUI,2022,FS,8,2F+1Eu+3S,7.26,-0.06,7.2,TRUE,FALSE,FALSE,FALSE,NaN
Britschgi Lukas,SUI,2022,FS,9,3Lz,6.49,-2.02,4.47,TRUE,FALSE,FALSE,FALSE,NaN
Britschgi Lukas,SUI,2022,FS,10,ChSq1,3,0.93,3.93,FALSE,FALSE,FALSE,FALSE,NaN
Britschgi Lukas,SUI,2022,FS,11,CSSp4,3,0.43,3.43,FALSE,FALSE,FALSE,FALSE,NaN
Britschgi Lukas,SUI,2022,FS,12,CCoSp4,3.5,0.1,3.6,FALSE,FALSE,FALSE,FALSE,NaN
Shmuratko Ivan,UKR,2022,FS,1,3A,8,-4,4,TRUE,FALSE,FALSE,FALSE,NaN
Shmuratko Ivan,UKR,2022,FS,2,3A+SEQ+1T*,6.4,-2.63,3.77,TRUE,FALSE,FALSE,FALSE,NaN
Shmuratko Ivan,UKR,2022,FS,3,3Lz!+3T,10.1,-1.35,8.75,TRUE,FALSE,FALSE,FALSE,NaN
Shmuratko Ivan,UKR,2022,FS,4,3Lo,4.9,0.21,5.11,TRUE,FALSE,FALSE,FALSE,NaN
Shmuratko Ivan,UKR,2022,FS,5,CCoSp2,2.5,0.46,2.96,FALSE,FALSE,FALSE,FALSE,NaN
Shmuratko Ivan,UKR,2022,FS,6,ChSq1,3,0.29,3.29,FALSE,FALSE,FALSE,FALSE,NaN
Shmuratko Ivan,UKR,2022,FS,7,3F,5.83,0.23,6.06,TRUE,FALSE,FALSE,FALSE,NaN
Shmuratko Ivan,UKR,2022,FS,8,3Lze+1Eu+3S,10.47,-1.01,9.46,TRUE,FALSE,FALSE,FALSE,NaN
Shmuratko Ivan,UKR,2022,FS,9,2A,3.63,0.28,3.91,TRUE,FALSE,FALSE,FALSE,NaN
Shmuratko Ivan,UKR,2022,FS,10,FSSp4,3,0.34,3.34,FALSE,FALSE,FALSE,FALSE,NaN
Shmuratko Ivan,UKR,2022,FS,11,StSq2,2.6,0.41,3.01,FALSE,FALSE,FALSE,FALSE,NaN
Shmuratko Ivan,UKR,2022,FS,12,FCCoSp3,3,0.51,3.51,FALSE,FALSE,FALSE,FALSE,NaN
